Date,Sender,Subject,Body
1/24/2021 9:58:38,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusSurge (HIIT)
Jan 24th 9:30 AM @ 9:30 AM 
385
CALORIES
240
POINTS 
2
RANK
9.3mi
DISTANCE (MI) 
60 / 107
AVG/MAX RPM
151 / 259
AVG/MAX WATTS 
20.0 / 24.1
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
0
ZONE 1
17
ZONE 2
5
ZONE 3
4
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=149106603&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=149106603&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20385%20calories%20in%2028%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 20 sec 2 7
2nd: 30 sec 3 7
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Maddie]
RATE YOUR CYCLEPRO
Maddie
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=149106603&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=149106603&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=149106603&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=149106603&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=149106603&iid=487335&n=Maddie> 

WEEKLY TOTALS
455/910
AVG / MAX CAL
1h 12m
TOTAL WORKOUT TIME
MONTHLY TOTALS
475/1901
AVG / MAX CAL
2h 37m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
2/02/2021 19:41,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Too TURNT Tuesday (Hip Hop) - RukusPrime
Feb 2nd 7:00 PM @ 7:00 PM 
502
CALORIES
312
POINTS 
1
RANK
13.0mi
DISTANCE (MI) 
57 / 116
AVG/MAX RPM
139 / 230
AVG/MAX WATTS 
19.0 / 23.1
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
4
ZONE 1
26
ZONE 2
3
ZONE 3
5
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150025933&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150025933&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20502%20calories%20in%2040%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 3 2
2nd: 45 sec 4 3
3rd: 30 sec 3 5 

[image: Rate Eve]
RATE YOUR CYCLEPRO
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=150025933&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=150025933&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=150025933&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=150025933&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=150025933&iid=338770&n=Eve> 

WEEKLY TOTALS
502/502
AVG / MAX CAL
0h 40m
TOTAL WORKOUT TIME
MONTHLY TOTALS
481/1925
AVG / MAX CAL
2h 36m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
2/07/2021 11:11,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Feb 7th 10:30 AM @ 10:30 AM 
479
CALORIES
297
POINTS 
4
RANK
11.7mi
DISTANCE (MI) 
54 / 105
AVG/MAX RPM
129 / 234
AVG/MAX WATTS 
18.0 / 23.2
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
5
ZONE 1
26
ZONE 2
4
ZONE 3
5
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150379960&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150379960&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20479%20calories%20in%2041%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 45 sec 4 7
2nd: 45 sec 3 10
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=150379960&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=150379960&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=150379960&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=150379960&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=150379960&iid=407089&n=Rod> 

WEEKLY TOTALS
490/981
AVG / MAX CAL
1h 21m
TOTAL WORKOUT TIME
MONTHLY TOTALS
472/1891
AVG / MAX CAL
2h 34m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
2/09/2021 18:27,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Feb 9th 5:45 PM @ 5:45 PM 
458
CALORIES
287
POINTS 
4
RANK
12.1mi
DISTANCE (MI) 
61 / 133
AVG/MAX RPM
125 / 224
AVG/MAX WATTS 
18.0 / 22.9
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
20
ZONE 2
4
ZONE 3
9
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150640623&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=150640623&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20458%20calories%20in%2040%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 7
2nd: 30 sec 2 10
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Jenn]
RATE YOUR CYCLEPRO
Jenn
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=150640623&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=150640623&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=150640623&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=150640623&iid=431911&n=Jenn> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=150640623&iid=431911&n=Jenn> 

WEEKLY TOTALS
479/1439
AVG / MAX CAL
2h 2m
TOTAL WORKOUT TIME
MONTHLY TOTALS
469/2349
AVG / MAX CAL
3h 15m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
2/23/2021 19:43:19,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Feb 23rd 7:00 PM @ 7:00 PM 
489
CALORIES
306
POINTS 
2
RANK
12.4mi
DISTANCE (MI) 
62 / 125
AVG/MAX RPM
128 / 213
AVG/MAX WATTS 
18.0 / 22.5
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
2
ZONE 1
27
ZONE 2
4
ZONE 3
8
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=151872163&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=151872163&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20489%20calories%20in%2042%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 20 sec 1 2
2nd: 30 sec 2 3
3rd: 45 sec 3 3 

[image: Rate Eve]
RATE YOUR CYCLEPRO
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=151872163&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=151872163&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=151872163&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=151872163&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=151872163&iid=338770&n=Eve> 

WEEKLY TOTALS
489/489
AVG / MAX CAL
0h 42m
TOTAL WORKOUT TIME
MONTHLY TOTALS
372/2237
AVG / MAX CAL
3h 3m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
2/28/2021 9:59:57,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusSurge (HIIT)
Feb 28th 9:30 AM @ 9:30 AM 
375
CALORIES
234
POINTS 
2
RANK
9.5mi
DISTANCE (MI) 
66 / 116
AVG/MAX RPM
141 / 213
AVG/MAX WATTS 
19.0 / 22.5
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
0
ZONE 1
17
ZONE 2
3
ZONE 3
8
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=152257632&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=152257632&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20375%20calories%20in%2029%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 5
2nd: 45 sec 4 4
3rd: 20 sec 1 4 

[image: Rate Maddie]
RATE YOUR CYCLEPRO
Maddie
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=152257632&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=152257632&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=152257632&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=152257632&iid=487335&n=Maddie> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=152257632&iid=487335&n=Maddie> 

WEEKLY TOTALS
432/864
AVG / MAX CAL
1h 12m
TOTAL WORKOUT TIME
MONTHLY TOTALS
371/2227
AVG / MAX CAL
3h 4m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
3/02/2021 19:45,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Mar 2nd 7:00 PM @ 7:00 PM 
513
CALORIES
318
POINTS 
1
RANK
13.3mi
DISTANCE (MI) 
61 / 130
AVG/MAX RPM
130 / 248
AVG/MAX WATTS 
18.0 / 23.7
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
2
ZONE 1
28
ZONE 2
5
ZONE 3
8
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=152510941&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=152510941&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20513%20calories%20in%2044%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 3
2nd: 30 sec 3 1
3rd: 30 sec 2 3 

[image: Rate Eve]
RATE YOUR CYCLEPRO
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=152510941&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=152510941&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=152510941&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=152510941&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=152510941&iid=338770&n=Eve> 

WEEKLY TOTALS
459/1377
AVG / MAX CAL
1h 56m
TOTAL WORKOUT TIME
MONTHLY TOTALS
391/2740
AVG / MAX CAL
3h 48m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
3/10/2021 18:26,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Mar 10th 5:45 PM @ 5:45 PM 
463
CALORIES
289
POINTS 
6
RANK
12.5mi
DISTANCE (MI) 
55 / 102
AVG/MAX RPM
126 / 200
AVG/MAX WATTS 
18.0 / 22.0
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
5
ZONE 1
25
ZONE 2
3
ZONE 3
6
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=153289112&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=153289112&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20463%20calories%20in%2041%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 10
2nd: 30 sec 2 14
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Sam]
RATE YOUR CYCLEPRO
Sam
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=153289112&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=153289112&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=153289112&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=153289112&iid=382939&n=Sam> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=153289112&iid=382939&n=Sam> 

WEEKLY TOTALS
463/463
AVG / MAX CAL
0h 41m
TOTAL WORKOUT TIME
MONTHLY TOTALS
370/2222
AVG / MAX CAL
3h 7m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
3/17/2021 19:43:12,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusImpulse
Mar 17th 7:00 PM @ 7:00 PM 
161 / 191
AVG/MAX HR
556
CALORIES 
3
RANK
278
POINTS 
MINUTES IN HEART RATE ZONES
PERCENT OF MAX HEART RATE 
0
ZONE 1
50% to 60%
7
ZONE 2
61% to 70%
5
ZONE 3
71% to 83%
2
ZONE 4
*GREEN LIGHT 84% to 91%*
28
ZONE 5
92% to 100% 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=154031624&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=154031624&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20556%20calories%20in%2044%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com>
$10 OFF IMPULSE MONITOR 
<https://gocyclenow.com/coupon/impulsecoupon2019.png> 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=154031624&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=154031624&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=154031624&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=154031624&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=154031624&iid=407089&n=Rod> 

WEEKLY TOTALS
1019/1019
AVG / MAX CAL
1h 25m
TOTAL WORKOUT TIME
MONTHLY TOTALS
1016/2396
AVG / MAX CAL
3h 22m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
3/23/2021 19:43:35,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

RukusPrime
Mar 23rd 7:00 PM @ 7:00 PM 
484
CALORIES
299
POINTS 
1
RANK
12.0mi
DISTANCE (MI) 
65 / 116
AVG/MAX RPM
125 / 230
AVG/MAX WATTS 
18.0 / 23.1
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
2
ZONE 1
21
ZONE 2
7
ZONE 3
12
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=154562567&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=154562567&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20484%20calories%20in%2043%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 4
2nd: 30 sec 2 2
3rd: 30 sec 2 4 

[image: Rate Eve]
RATE YOUR CYCLEPRO
Eve
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=154562567&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=154562567&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=154562567&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=154562567&iid=338770&n=Eve> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=154562567&iid=338770&n=Eve> 

WEEKLY TOTALS
1040/1040
AVG / MAX CAL
1h 27m
TOTAL WORKOUT TIME
MONTHLY TOTALS
1020/2880
AVG / MAX CAL
4h 5m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
3/28/2021 11:11:30,Rukus - ATL Beltline <atlbeltline@rukusfranchise.com>,Rukus | Ride Results,"

Brunch - RukusPrime
Mar 28th 10:30 AM @ 10:30 AM 
493
CALORIES
306
POINTS 
4
RANK
12.3mi
DISTANCE (MI) 
56 / 128
AVG/MAX RPM
133 / 230
AVG/MAX WATTS 
18.0 / 23.1
AVG/MAX mph
0 / 0
AVG/MAX HR 
MINUTES IN RPM ZONES 
6
ZONE 1
24
ZONE 2
4
ZONE 3
5
ZONE 4
0
ZONE 5 
SHARE RESULTS 
<https://www.facebook.com/dialog/share?app_id=957944997560473&display=popup&redirect_uri=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=155069831&href=https%3A%2F%2Fwww.fitmetrix.io%2FWebPortal%2FSocialResults%3FID=0c47c143-f6fd-e611-9464-0e0c69fd6629%26pa=155069831&picture=https%3A%2F%2Fwww.fitmetrix.io%2Fimages%2Fsocial%2Fsharing.png&caption=Rukus+-+ATL+Beltline&description=I%20just%20burned%20493%20calories%20in%2041%20minutes%20working%20out%20at%20Rukus 
Cycling Studios%20Rukus - ATL Beltline.> 
BOOK A CLASS <https://gocyclenow.com> 

SPRINT PONTS RANK
1st: 30 sec 2 6
2nd: 45 sec 3 7
3rd: [SPRINT3TIME] sec [SPRINT3POINTS] [SPRINT3RANK] 

[image: Rate Rod]
RATE YOUR CYCLEPRO
Rod
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=1&id=155069831&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=2&id=155069831&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=3&id=155069831&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=4&id=155069831&iid=407089&n=Rod> 
<https://www.fitmetrix.io/WebPortal/InstructorRating?r=5&id=155069831&iid=407089&n=Rod> 

WEEKLY TOTALS
488/977
AVG / MAX CAL
1h 24m
TOTAL WORKOUT TIME
MONTHLY TOTALS
1021/2884
AVG / MAX CAL
4h 4m
TOTAL WORKOUT TIME
https://gocyclenow.com • (470) 260-7746 <+1(470) 260-7746> • 
atlbeltline@rukusfranchise.com 
<https://www.facebook.com/RukusBeltLine/> 
<https://www.instagram.com/rukusbeltline> <https://twitter.com/GoCycleNow>"
